,원문,kobart,TextLank
50,건강한 육체에 깃든 건강한 정신 학창 시절 년 동안 빠짐없이 태권도장을 다니며 공동체 생활을 배움과 동시에 운동과 친해졌습니다 덕분에 성인이 되어서도 시기에 맞춰 농구 배드민턴 등 종목을 가리지 않고 운동을 즐기며 최근에는 수영을 통해 몸과 더불어 정신까지 건강해짐을 느낍니다 건강한 몸에 건강한 정신이 깃드는 만큼 체력이 중요하기에 늘 신경 써서 꾸준 히 관리를 하고 있습니다 주변으로부터 성격이 밝다 긍정적이다 라는 말을 자주 듣습니다 이는 제 선천적인 성격이기도 하지만 노력에 의 한 것도 있습니다 매일 의식적으로 긍정적으로 사고하고 행동하는 노력을 하고 있습니다 이는 제가 사람들과 잘 어울리고 어려운 일을 겪을 때 잘 헤쳐 나갈 수 있는 원동력이 되어 줍니다 마찬가지로 밝은 마음가짐은 삶의 질을 올려줍니 다 특히 운동과 더불어 긍정력은 스트레스를 관리하는 데 있어서 효과적입니다 모두가 힘든 상황을 겪을 때 투덜대던 주변 사람들과는 다르게 이 또한 지나 가리라라는 등 격려의 말을 웃으며 건네는 등 주변에 긍정적인 에너지를 나눠주면서 다 같이 탈 없이 이겨냈습니다 앞으로도 조직에 이러한 선한 영향력을 끼치고 싶습니다,건강한 육체에 깃든 건강한 정신 학창 시절 년 동안 빠짐없이 태권도장을 다니며 공동체 생활을 배움과 동시에 운동과 친해졌고 덕분에 성인이 되어서도 시기에 맞춰 농구 배드민턴 등 종목을 가리지 않고 운동을 즐기며 최근에는 수영을 통해 몸과 더불어 정신까지 건강해짐을 느낍니다,"건강한 육체에 깃든 건강한 정신 학창 시절 년 동안 빠짐없이 태권도장을 다니며 공동체 생활을 배움과 동시에 운동과 친해졌습니다.
건강한 몸에 건강한 정신이 깃드는 만큼 체력이 중요하기에 늘 신경 써서 꾸준 히 관리를 하고 있습니다.
이는 제 선천적인 성격이기도 하지만 노력에 의 한 것도 있습니다.
특히 운동과 더불어 긍정력은 스트레스를 관리하는 데 있어서 효과적입니다."
51,항상 타인의 장점을 찾아보며 본받고 싶어 합니다 누군가의 빼어난 능력을 우러러보며 따라 배우 고 싶어 합니다 이를 테면 영상 속 수영하는 모습에 반해 작년 월부터 지난달까지 꾸준히 동네 수영장을 다녔으며 독학으로 한 달 만에 자유형으로 레일을 완주하는 데 성공했습니다 목표 달성 후 느끼는 성취감을 동력 삼아 능력 계발을 이어 나가며 조직에 도움이 되겠습니다  성격에서도 그렇습니다 공감 능력이 좋은 절친 사교성이 좋은 형 책임감이 투철 한 누나 등 각자의 장점을 발견하고 저 또한 이들을 닮기 위해 애쓰곤 합니다 덕분에 원체 표현할 줄 몰라 무뚝뚝하던 어린 시절에 비하면 저 자신이 사회성 좋은 방향으로 많이 달라진 모습을 하고 있음을 새삼 깨닫습니다 타인의 장점을 찾다 보면 단점 또한 자연스레 눈에 밟힙니다 이는  첫 인상만 가지고 좋지 않은 편견을 가지는 실수로 이어지기도 했습니다 이후 반성을 거듭 하여 그 사람의 내면을 발견하기 위해 노력하는 동시에 타인의 단점을 흉 보기 보다는 저 자신을 되돌아봅니다 앞으로도 정작 나는 부족하진 않은 가 라는 식의 성찰을 통해 경솔함을 극복하겠습니다,항상 타인의 장점을 찾아보며 본받고 싶어 하며 이를테면 영상 속 수영하는 모습에 반해 작년 월부터 지난달까지 꾸준히 동네 수영장을 다녔으며 독학으로 한 달 만에 자유형으로 레일을 완주하는 데 성공했다.,"항상 타인의 장점을 찾아보며 본받고 싶어 합니다.
공감 능력이 좋은 절친 사교성이 좋은 형 책임감이 투철 한 누나 등 각자의 장점을 발견하고 저 또한 이들을 닮기 위해 애쓰곤 합니다.
타인의 장점을 찾다."
52,기계공학도의 졸업 작품에 들어간 인공지능 졸업 작품을 설계하기 위해 기계공학도 명이 모여 아이디어 회의를 할 때 인공지능 접목을 제안했습니다 이를 시도 하게 된 계기는 모빌리티 로봇 팔 등 하드웨어에 집중하던 타 팀과는 다르게 최근 대두되는 딥러닝을 구현해 소프트웨어에 힘을 실어 차별성을 두기 위함이었습니다 무턱대고 인공지능을 도입하자는 아이디어를 낸다면  무산될 확률이 높다고 판단했습니다 이에 앞서서 팀원들을 설득하기 위해 구체적인 계획을 세우기 시작했습니다 중간고사 기간 내에 관련 서적을 한 권 완독하며 기반 지식을 쌓고 인공신경망 구축을 실습 해보며 마지막으로는 작품에 딥러닝을 적용하겠다는 계획과 이 모든 것을 충분히 실현할 수 있다는 근거를 정리했습니다 이를 준비해 팀원들에게 설명하자 흔쾌히 동의해 주었습니다 이후의 작업은 일 사천리였습니다 인공지능으로 수화를 인식하는 장갑을 설계하기 시작했고 모두가 각자의 역할에 온 힘을 다 했습니다 저 역시 모두의 딥러닝이라는 책과 포털 사이트 검색을 통해 인공신경망 구축을 직접 해보며 충분한 실력을 키웠습니다 결과적으로 처음 구상했던 장갑을 설계할 수 있었습니다 장갑의 신경망 모델에 미리 축적해 놓은 을 학습시키 자 을 입력했을 때 정상적으로 알파벳 수화를 인식하였으며 성공적인 시연 끝에 해 당 과목에서 만점 성적을 받을 수 있었습니다 기계공학의 틀에서 벗어나 인공지능 접목을 시도 하여 성공적인 결과를 이끌어낸 값진 경험이었습니다 앞으로도 장비의 트러블에 대해 다양한 관점에서의 해결 방안을 생각해낸 후 끈질기게 매달려 해결할 것입니다,모빌리티 로봇 팔 등 하드웨어에 집중하던 타 팀과는 다르게 최근 대두되는 딥러닝을 구현해 소프트웨어에 힘을 실어 차별성을 두기 위해 기계공학도 명이 모여 아이디어 회의를 할 때 인공지능 접목을 제안했다.,"기계공학도의 졸업 작품에 들어간 인공지능 졸업 작품을 설계하기 위해 기계공학도 명이 모여 아이디어 회의를 할 때 인공지능 접목을 제안했습니다.
중간고사 기간 내에 관련 서적을 한 권 완독하며 기반 지식을 쌓고 인공신경망 구축을 실습 해보며 마지막으로는 작품에 딥러닝을 적용하겠다는 계획과 이 모든 것을 충분히 실현할 수 있다는 근거를 정리했습니다.
인공지능으로 수화를 인식하는 장갑을 설계하기 시작했고 모두가 각자의 역할에 온 힘을 다.
저 역시 모두의 딥러닝이라는 책과 포털 사이트 검색을 통해 인공신경망 구축을 직접 해보며 충분한 실력을 키웠습니다."
53,고객층이 확고한 독보적인 국산 증착 장비 기술을 가진 기업 작년 말 주요 고객사인 사를 중심으로 국내외 반도체 업체에 꾸준히 수주를 얻어낸다는 반도체 산업 뉴스를 통해 처음으로 주성엔지니어링을 접했습니다 이처럼 주성엔지니어링은 그간 쌓아온 와 장비의 기술력을 필두로 하여 반도체 디스플레이 장비 등의 포트폴리오를 기반으로 하여 매출을 쌓아 올리고 있습니 다 최근에는 차세대 반도체 및 디스플레이 공정 대응을 위해 세계 최초의 신개념 플라즈마 기술인 기술을 개발해 증착 장비에 적용하여 양산하고 있습니다 이로서 향후 메모리뿐 아니라 비메모리의 수요를 충족시킬 것으로 예상됩니다 이러한 기술 개발은 회사 설립 이후 현재까지도 매출 대비 약 를 에 투자하는 등 미래지향적인 모습 덕에 가능했습니다 앞으로의 행보가 기 대되는 기업이기에 지원을 결심했습니다 에 적합한 인재 직무는 고객사에서 운용 중인 설비에 발생한 트러블의 원인을 정확하게 파악하여 큰 손실로 이어지기 전 신속하게 조치를 하는 게 주 업무입니다 이 업무의 최종 목표는 고객사의 생산에 차질이 없도록 장비의 최고의 성능을 보장하여 신뢰를 얻어내는 것입니다 협업 친화적인 태도 맡은 일에 대한 책임감 문제  해결 관점의 다각화 등 앞서 말씀드린 장점들을 통해 직무를 듬 직하게 해내며 신뢰 받는 엔지니어가 되겠습니다,작년 말 주요 고객사인 사를 중심으로 국내외 반도체 업체에 꾸준히 수주를 얻어낸다는 반도체 산업 뉴스를 통해 처음으로 주성엔지니어링을 접하였으며 이에 적합한 인재 직무는 고객사에서 운용 중인 설비에 발생한 트러블의 원인을 정확하게 파악하여 큰 손실로 이어지기 전 신속하게 조치를 하는 게 주 업무이다.,"이처럼 주성엔지니어링은 그간 쌓아온 와 장비의 기술력을 필두로 하여 반도체 디스플레이 장비 등의 포트폴리오를 기반으로 하여 매출을 쌓아 올리고 있습니 다.
최근에는 차세대 반도체 및 디스플레이 공정 대응을 위해 세계 최초의 신개념 플라즈마 기술인 기술을 개발해 증착 장비에 적용하여 양산하고 있습니다."
54,미래의 마에스트로 한영에서 정교한 컨설팅을 통해 기업의 발전을 토대로 인류사회의 역동성과 혁신을 이루고 싶어서 지원하게 되었습니다 신화 창조 비밀에서 글로벌 기업으로 도 약하기 위해 경영철학 및 비전을 확립하는 것이 중요성을 배웠습니다 글로벌 기업들은 시장의 동향을 분석한 후에 올바른 비전 및 경영철학 확립했습니다 그 후에 지속적인 연구개발을 통해 차별 화된 품질 경쟁력을 통해 시장을 주도 했습니다 이러한 역할을 전략 컨설턴트에서 기업 정부 및 공공분야에서 올바른 조언을 통해 더 나은 미래를 여는 데 기여하고 싶습니다 컨설팅은 미래를 정확하게 예측해서 현 상황을 파악해서 해결방안을 제시하는 데 적합하다고 생각합니다 학창 시절 역량 측정 검사를 받았습니다 그 결과 리더십 창의력 문제 해결능력이 높게 측정 되었 습니다 정교한 분석력을 통해 명확한 해결책을 제시하는 추진력이 강하다는 평가를 받았습니다 명확한 조사를 통해 해결책을 제시하기 위해 다방면으로 사고해서 근본적인 문제점을 해결하는 역량이 중요하다고 생각합니다 의료관광 마케팅 공기업 창업 언론 등 다양한 조직의 대외활동을 통해 해당 조직 측면에서 사고하는 힘을 키웠습니다,미래의 마에스트로 한영에서 정교한 컨설팅을 통해 기업의 발전을 토대로 인류사회의 역동성과 혁신을 이루고 싶어서 지원하게 되었다.,"글로벌 기업들은 시장의 동향을 분석한 후에 올바른 비전 및 경영철학 확립했습니다.
컨설팅은 미래를 정확하게 예측해서 현 상황을 파악해서 해결방안을 제시하는 데 적합하다고 생각합니다.
정교한 분석력을 통해 명확한 해결책을 제시하는 추진력이 강하다는 평가를 받았습니다."
55,망원경과 현미경의 시야 컨설턴트에서 중장기적인 관점에서 정교한 분석력을 통해 현황을 명확히 파악해서 해당 조직의 비전과 방향성을 명확히 제시하겠습니다 국제의료마케팅 병원 경영학에서 포지셔닝과 좋은 병원과 나쁜 병원을 비교 분석하는 과제를 하면서 의료의 질의 중요성을 알게 되었습니다 은 고객 최적화 서비스로 편리함과 진료의 신뢰감을 주었습니다 좋은 병 원과 나쁜 병원은 환자에게 의료 서비스를 쾌적함과 신뢰감을 주는 것에 차이가 난다는 것을 알게 되었습니다 의료 서비스의 질에 건강보험의 수가 선정이 결정적인 영향을 준다는 것을 배웠습니다 에서 매출 증대 방안 미션을 수행하면서 의 근본적인 문제점을 찾아 해결책을 제시했습니다 매장 방문과 제품 설명회를 통해 전반적인 프로세스에서 근본적인 문제점을  찾아 중장기적인 해결책 제시의 중요성을 배웠습니다 센터 행사를 취재하면서 창업을 위해 시장 분석을 제품별 세분화와 미래의 시장의 동향을 명확히 분석해야 한다는 것을 배웠습니다 해당 기업의 기술이 고객에게 어떤 가치를 제공할 수 있는지 파악하는 것의 중요성을 배웠습니다,망원경과 현미경의 시야 컨설턴트에서 중장기적인 관점에서 정교한 분석력을 통해 현황을 명확히 파악해서 해당 조직의 비전과 방향성을 명확히 제시하겠다.,"좋은 병 원과 나쁜 병원은 환자에게 의료 서비스를 쾌적함과 신뢰감을 주는 것에 차이가 난다는 것을 알게 되었습니다.
매장 방문과 제품 설명회를 통해 전반적인 프로세스에서 근본적인 문제점을  찾아 중장기적인 해결책 제시의 중요성을 배웠습니다."
56,초격차 기업 저는 초격차 배양 엔지니어가 되기 위해 삼성바이오로직스에 지원했습니다 삼성바이오로직스는 설립한 지 년 안에 만 천 리터로 세계 위 능력을 갖추고 있으며 공장 완공 시 만 리터로 초격차 를 가진 기업입니다 이와 함께 를 포함하여 월 기준 개의 글로벌 품질 승인을 가지고 있으며 세포주부터 제조까지 체계를 가지고 있습니다 따라서 삼 성바이로직스는 명실상부 업계 위 기업이며 초격차 배양 엔지니어라는 저의 꿈을 달성시킬 수 있는 기업이므로 지원했습니다 부터 완제까지 저는 생산 전체 공정을 이해하는 만능 배양 엔지니어가 되고 싶습니다 저는 미세조류로부터 치료용 제아잔틴의 대량 생산기술 연구 과제를 수행했습니다 제 아잔틴 생산 우수종을 리엑터에서 총 의 바이오매스를 생산했습니다 세포  관리부터 세포배양 수확 및 제아잔틴 분석이 주 업무였습니다 특히 효율적인 공정 개선을 통해 바이오매스 생산량을 가량 증가시키고 배양 및 수확에 대한 를 개 재정한 경험이 있습니다 해당 연구를 통해 바이오의약품 생산과정의 전반적인 흐름을 이해할 수 있었고 경험을 바탕으로 부터 배양 정제 완제 공정 전체를 이해하는 만능 배양 엔지니어가 되겠습니다,미세조류로부터 치료용 제아잔틴의 대량 생산기술 연구 과제를 수행한 초격차 배양 엔지니어가 되기 위해 삼성바이오로직스에 지원했다.,"초격차 기업 저는 초격차 배양 엔지니어가 되기 위해 삼성바이오로직스에 지원했습니다.
삼성바이오로직스는 설립한 지 년 안에 만 천 리터로 세계 위 능력을 갖추고 있으며 공장 완공 시 만 리터로 초격차 를 가진 기업입니다.
이와 함께 를 포함하여 월 기준 개의 글로벌 품질 승인을 가지고 있으며 세포주부터 제조까지 체계를 가지고 있습니다."
57,책임감의 중요성 저는 교내 패러글라이딩 동아리에서 훈련 부장을 맡아 사고를 겪고 책임감의 중요성을 알게 되었습니다 패러글라이딩은 비행하는 스포츠이기 때문에 여러 안전사고가 발생할 수 있습니다 따라서 비행자는 비행 이론을 숙지하고 지상에서 충분히 기체를 컨트롤 할 수 있도록 훈련해야 합니다 강원도 평창비행장에서 신입생들의 첫 비행을 위해 비행 를 진행했습 니다 지상 훈련에서 기체를 컨트롤하기에 다소 힘이 부족한 학우가 있었습니다 비행 당일 기상 상황이 좋았고 해당 학우의 비행 의지가 있었기에 비행이 가능하다고 판단했습니다 비행 당시 이륙은 성공적이었지만 기 체 컨트롤 미숙으로 착륙을 제대로 하지 못하고 정강이로 착륙하여 골절되었습니다 저는 훈련 부장으로서 후배들 교육과 비행 판단에 실패한 것이었습니다 이후에  또 다른 사고가 발생하지 않도록 책임감을 갖고 비행 훈련에 더욱더 신경을 썼습니다 출발 전 점검을 숙지를 못 한 후배들에게는 다음 훈련을 진행하지 않았고 지상에서 기체를 컨트롤 할 수 있는 학우들만 데리고 비행장에 갔습니다 이후 안전 수칙에 대한 엄격한 준수로 더 이상의 사고는 발생하지 않았습니다 저는 동아리 사고 사건 이후로 사소해 보이는 규정이더라고  꼭 지키는 습관을 기르게 됐습니다 패러글라이딩처럼 의약품은 환자의 생명에 직접적으로 관여하기 때문에 생산 엔지니어는 반드시 책임감을 가지고 업무를 수행해야 합니다 출발 전 점검 등의 안전수칙 준수는 바이오의약품 생산에서 규정 준수이며 이는 곧 의약품 품질의 보증입니다 따라서 생산 배양 엔지니어는 규정을 꼭 준수하고 사소한 라도 귀찮음에 타협하지 않고  엄격히 따라야 합니다 또한 생산과정에서 이슈가 있을 시 빠르게 조치를 취하고 리스크와 타협하지 않아야 합니다 훈련 부장으로서 배운 저의 책임감을 바탕으로 저는 맡은 역할에 책임과 사명감을 가지고 상황과 타협하지 않는 바이오의약품 생산 엔지니어가 될 것입니다 멘토링을 통해 열정을 배우 다 저는 년 개월간 여 차례 전공 멘토로 활동하며 학업에 대한 흥미와 열 정을 얻었습니다 교내 입학처에서 주관하여 인천 근교 고등학교와 입시 설명회 등에서 생명공학과 전공을 소개하는 전공 멘토단 활동을 했습니다 공학을 설명하기 위해서 산업군에 대한 이 해는 필수적이라고 판단했습니다 따라서 인슐린을 예로 들어 바이오의약품 생산과 성장성 시장에 관해 설명하였습니다 삼성바이오로직스를 포함한 송도 바이오 클러스터를 설명하며 학생들의 눈 높이에서 설명하고자 노력했습니다 학생들의 눈빛들과 질의 응답 시간에서 보여주는 학생들의 열정은 저의 학창 시절을 상기 시켰고 전공에 대한 자부심을 얻었으며 이로 인해 학업에 대한 열정을 높여주는 계기가 되었습니다 이는 저조하던 저의 학업 성적을 우 등 생으로 만들어 주었습니다 이와 함께 바이오 제약산업에서 필수적인 어학능력을 갖추기 위해 캐나다 어학연수를 실행 에 옮기게 된 계기가 되었습니다 이후에도 대학원 진학까지 선택하여 학업에 대한 재미를 붙이게 되었습니다,패러글라이딩은 비행하는 스포츠이기 때문에 여러 안전사고가 발생할 수 있기 때문에 비행자는 비행 이론을 숙지하고 지상에서 충분히 기체를 컨트롤 할 수 있도록 훈련해야 하며 지상에서 충분히 기체를 컨트롤 할 수 있도록 훈련해야 한다.,"따라서 비행자는 비행 이론을 숙지하고 지상에서 충분히 기체를 컨트롤 할 수 있도록 훈련해야 합니다.
출발 전 점검을 숙지를 못 한 후배들에게는 다음 훈련을 진행하지 않았고 지상에서 기체를 컨트롤 할 수 있는 학우들만 데리고 비행장에 갔습니다.
패러글라이딩처럼 의약품은 환자의 생명에 직접적으로 관여하기 때문에 생산 엔지니어는 반드시 책임감을 가지고 업무를 수행해야 합니다.
따라서 생산 배양 엔지니어는 규정을 꼭 준수하고 사소한 라도 귀찮음에 타협하지 않고  엄격히 따라야 합니다.
훈련 부장으로서 배운 저의 책임감을 바탕으로 저는 맡은 역할에 책임과 사명감을 가지고 상황과 타협하지 않는 바이오의약품 생산 엔지니어가 될 것입니다.
따라서 인슐린을 예로 들어 바이오의약품 생산과 성장성 시장에 관해 설명하였습니다.
학생들의 눈빛들과 질의 응답 시간에서 보여주는 학생들의 열정은 저의 학창 시절을 상기 시켰고 전공에 대한 자부심을 얻었으며 이로 인해 학업에 대한 열정을 높여주는 계기가 되었습니다.
어학연수를 실행 에 옮기게 된 계기가 되었습니다."
58,유용 색소 생산 최적화 저는 유용 색소인 피코빌리 프로테인의 생산성을 높이는 연구를 진행하면서 세포 배양에서 각각의 파라미터가 어떤 영향을 미치는지 습득했습니다 저는 색소체 생산에 도움이 되는 전 구체 중 가지 첨가제를 선별하고 광도와 함께 가지 에 대한 피코빌리 프로테인 생산 최적화 연구를 했습니다 통계 실험을 통해 각 의 최적 조건을 찾았습니다 통계의 예 측 생산량과 일치하는 것을 하였고 이는 기존 대비 의 생산량이 증가하였습니다 또한 반응기까지 스케일업 하여 대 조군 대비 피코빌리 프로테인 생산량을 증가시켰고 해당 연구로 우수 논문 발표상을 수상하였습니다 바이오의약품 생산은 세포주와 생산물에 따라 생산 조건이 달라질 수 있습니다 따라서 배양 전문가는 각 파라미터가 무엇을 의미하는지 정확히 이해하고  이슈가 생겼을 때 빠르게 파악할 수 있어야 합니다 저는 년간의 연구를 통해서 목표 산물 증대에 관여하는 메타볼리즘이나 파라미터들에 대해 잘 이해할 수 있었습니다 저는 미세조류 배양 최적화로 얻은 전문성을 활용하여 부터 하베스트 분리 정제 완제까지 통찰력을 가진 세포배양 전문가가 되겠습니다 외국인과의 전공 스터디 저는 어학연수 시절 현지 생명공학도들과  전공 스터디를 진행했습니다 글로벌 제약 시장의 대부분은 해외이기 때문에 바이오엔지니어로서 글로벌 역량은 필수라고 판단하여 년간 캐나다 어학연수를 진행했습니다 전공에 대한 열 정도 놓치지 않고 자 현지 생명공학 학생 두 명과 함께 전공 스터디를 진행했습니다 저널에서 라벨링 된 백신으로 면역세포 추적 이나 페니실린 알레르기의 실체 등 관심 있는 논문을 매주 한  편씩 선정하여 리뷰 했습니다 같은 논문이지만 각자의 관심 분야와 해 석은 달랐고 의견 공유 과정은 유익했습니다 캐나다 현지에서 논문 스터디 경험으로 글로벌 역량과 공유와 협업 역량을 동시에 얻을 수 있었습니다,미세조류 배양 최적화로 얻은 전문성을 활용하여 부터 분리 정제 완제까지 통찰력을 가진 세포배양 전문가가 되겠다.,"유용 색소 생산 최적화 저는 유용 색소인 피코빌리 프로테인의 생산성을 높이는 연구를 진행하면서 세포 배양에서 각각의 파라미터가 어떤 영향을 미치는지 습득했습니다.
저는 색소체 생산에 도움이 되는 전 구체 중 가지 첨가제를 선별하고 광도와 함께 가지 에 대한 피코빌리 프로테인 생산 최적화 연구를 했습니다.
외국인과의 전공 스터디 저는 어학연수 시절 현지 생명공학도들과  전공 스터디를 진행했습니다.
전공에 대한 열 정도 놓치지 않고 자 현지 생명공학 학생 두 명과 함께 전공 스터디를 진행했습니다.
캐나다."
59,미래의 마에스트로 한국보건산업진흥원에서 대한민국의 미래 성장 동력 발굴에 인프라를 구축하고 싶어서 지원하게 되었습니다 인류의 역동성과 따뜻함을 증대하기 위해 지속적인 연구개발을 통해 기술 경쟁력을 확보하는 것이 중요하다고 생각했습니다 사업기획 및 관리에서 헬스케어 및 의료 연구개발을 통해 대한민국의 산업 발전에 기여하겠습니다 조선 산업과 제조업의 몰락 으로 인해 새로운 산업의 필요성이 증대되고 있습니다 미래의 헬스케어 산업의 글로벌 경쟁력을 확보해서 대한민국의 다각화된 산업구조 개편에 기여하겠습니다 글로벌 기업의 성공 사례에서 차별화된 기술 경쟁력 확보의 중요성을 알게 되었습니다 글로벌 기업은 명확한 비전과 경영철학 수립과 시장과 고객을 분석했습니다 그 후에 지속적인 연구개발을 통해 품질 경쟁력 확보와  적절한 리스크 관리를 통해 시장을 주도 했습니다 지속적인 연구개발을 통해 차별화된 기술 경쟁력 확보하는 것이 국가 경제 발전의 인프라 구축의 중요성을 배웠습니다,미래의 마에스트로 한국보건산업진흥원에서 대한민국의 미래 성장 동력 발굴에 인프라를 구축하고 싶어서 지원하게 된 마에스트로 한국보건산업진흥원에서 대한민국의 미래 성장 동력 발굴에 인프라를 구축하고 싶어서 지원하게 되었다.,"미래의 헬스케어 산업의 글로벌 경쟁력을 확보해서 대한민국의 다각화된 산업구조 개편에 기여하겠습니다.
지속적인 연구개발을 통해 차별화된 기술 경쟁력 확보하는 것이 국가 경제 발전의 인프라 구축의 중요성을 배웠습니다다."
60,다방면으로 사고하는 힘 국제의료 마케팅 병원 경영학에서 포지셔닝과 좋은 병원과 나쁜 병원을 비교 분석하는 과제를 하면서 의료의 질의 중요성을 배웠습니다 은 고객 최적화 서비스로 편리함과 진료의 신뢰감을 주었습니다 좋은 병원과 나쁜 병원은 환자에게 의료 서비스를 쾌적함과 신뢰감을 주는 것에 차이가 난다는 것을 알게 되었습니다 서포터즈에서 유니브 엑스포  부스 운영 및 기획을 수행해본 경험이 있습니다 부스 행사 기획에서 기획한 행사가 고객의 측면에서 어떠한 관점에서 색다른 즐거움을 제공할 수 있는지 명확히 파악해야 하는 중요성을 배웠습니다 센터 서포터즈에서 제품 개발할 때 연구적인 관점도 중요하지만 고객의 측면에서 어떤 가치를 제공할 수 있는지 명확히 해야 하는 것을 배웠습니다 창업을 할 때 시장의  동향을 명확히 파악해서 연구개발을 통해 제품의 기술력이 고객에게 전달되는 설계가 중요하다는 것을 배웠습니다,국제의료 마케팅 병원 경영학에서 포지셔닝과 좋은 병원과 나쁜 병원을 비교 분석하는 과제를 하면서 좋은 병원과 나쁜 병원은 환자에게 의료 서비스를 쾌적함과 신뢰감을 주는 것에 차이가 난다는 것을 알게 되었고 센터 서포터즈에서 제품 개발할 때 연구적인 관점도 중요하지만 고객의 측면에서 어떤 가치를 제공할 수 있는지 명확히 해야 하는 것을 배웠다.,"부스 행사 기획에서 기획한 행사가 고객의 측면에서 어떠한 관점에서 색다른 즐거움을 제공할 수 있는지 명확히 파악해야 하는 중요성을 배웠습니다.
센터 서포터즈에서 제품 개발할 때 연구적인 관점도 중요하지만 고객의 측면에서 어떤 가치를 제공할 수 있는지 명확히 해야 하는 것을 배웠습니다."
61,근본적인 해결책 제 시 스쿨에서 화장품 회사인 회사의 근본적인 문제점을 찾아 명확한 해결책을 제시했습니다 의 강점은 대비 효능 향기 원료의 품질이 뛰어나고 단점은 홍보와 마케팅이 미흡으로 인해 브랜드 인지도가 낮다는 것이 문제점이었습니다 팀원들은 프로모션과 이벤트의 다양성 강화를 생각했지만 저는 고객 접점 서비스가 개선되지 않으면 고객 서비스가 악 영향을 미친다고 생각했습니다 매장에서 직원들은 제품의 품질을 고객에게 명확히 설명을 하지 못하고 서비스의 불친절성이 심각했습니다 이면 매출이 자동적으로 증대될 거라는 안일한 인식이 심각하다고 생각했습니다 설명회에서 고객 서비스의 문제점을 질문했지만 해결책이 구체적이지 않았습니다 이에 대한 해결책으로 가격을 인하해 고객의 유입을 증가시키는 방법과 직원 의 실 전 교육 프로세스를 제안했습니다 최종 에서 심사위원의 평가 기준으로 선정되었고 임원들이 경각심을 가졌습니다,제 시 스쿨에서 화장품 회사인 회사의 근본적인 문제점을 찾아 명확한 해결책을 제시했다.,"팀원들은 프로모션과 이벤트의 다양성 강화를 생각했지만 저는 고객 접점 서비스가 개선되지 않으면 고객 서비스가 악 영향을 미친다고 생각했습니다.
설명회에서 고객 서비스의 문제점을 질문했지만 해결책이 구체적이지 않았습니다."
62,신뢰 책임감 한국보건산업진흥원이 청렴성과 공익성을 지켜야 하는 이유는 보건산업을 육성하기 위해 의료산업은 공익적인 측면과 부정으로 인해 산업 육성에 악영향이 발생할 경우 국민의 생명과 직결되기 때문입니다 의료산업은 정부 규제산업이면서 차 산업혁명에서 핵심적인 산업입니다 다른 산업의 경우 제품을 잘못 개발하면 국민이 재정적인 손해와 정신적인 스트레스를 받 지만 의료산업은 국민의 생명의 유무와 엄청난 질환이 발생됩니다 이러한 산업적 특성으로 인해 주어진 업무에서 청렴성과 공익성을 지켜야 한다고 생각합니다 청렴성과 공익성을 지키기 위해 업무에서 신뢰감과 책임감을 지키고 있습니다 신뢰감과 책임감을 지키기 위해 조직에서 리더의 역할을 수행하거나 혹은 팀에서 팀장 밑에서 업무 수행에 중추적인 역할을 수행하고 있습 니다 조직에서 중추적인 역할을 맡는 것은 업무에 대해 책임감 있게 수행이 가능하고 해당 업무가 본인의 미래에 연결되기 때문에 청렴함을 지키는 데 도움이 되고 있습니다,한국보건산업진흥원이 청렴성과 공익성을 지키기 위해 업무에서 신뢰감과 책임감을 지키고 있습 니다 조직에서 리더의 역할을 수행하거나 혹은 팀장 밑에서 업무 수행에 중추적인 역할을 수행하고 있습 니다 조직에서 리더의 역할을 수행하거나 혹은 팀장 밑에서 업무 수행에 중추적인 역할을 수행하고 있습 니다 조직에서 중추적인 역할을 맡는 것은 업무에 대해 책임감 있게 수행이 가능하고 해당 업무가 본인의 미래에 연결되기 때문에 청렴함을 지키는 데 도움이 되고 있습니다,"신뢰 책임감 한국보건산업진흥원이 청렴성과 공익성을 지켜야 하는 이유는 보건산업을 육성하기 위해 의료산업은 공익적인 측면과 부정으로 인해 산업 육성에 악영향이 발생할 경우 국민의 생명과 직결되기 때문입니다.
청렴성과 공익성을 지키기 위해 업무에서 신뢰감과 책임감을 지키고 있습니다."
